damage,enemies,structures_destroyed,danger_percent
546,29,5,100.0
307,29,8,100.0
251,7,7,75.75
7,23,3,48.47
207,18,1,46.5
130,2,0,10.78
25,14,6,59.9
453,35,2,91.31
185,5,5,51.41
483,41,4,100.0
50,17,4,50.01
4,37,1,45.44
588,18,8,100.0
159,29,3,67.28
207,12,0,25.56
256,38,1,70.1
204,11,8,91.06
10,33,6,74.88
7,11,1,18.72
408,43,6,100.0
31,23,3,49.11
539,3,1,49.96
386,35,3,91.41
227,13,4,56.89
474,16,3,80.84
206,2,2,32.21
317,37,5,98.25
556,22,0,74.24
347,12,7,83.83
233,8,4,47.98
43,20,7,72.93
141,40,3,86.41
175,7,3,34.59
448,16,4,75.72
591,15,4,94.29
81,15,5,54.41
134,27,4,71.57
176,15,4,54.73
382,45,7,100.0
242,45,5,100.0
566,13,1,62.6
140,45,3,88.8
456,43,3,100.0
439,37,4,99.56
55,19,5,61.94
526,44,4,100.0
418,40,5,100.0
87,33,7,93.41
7,28,3,52.26
476,2,2,53.76
214,9,8,80.89
551,19,2,82.86
496,1,7,80.27
502,26,4,100.0
244,31,8,100.0
477,9,2,65.01
308,39,7,100.0
230,16,6,71.48
382,32,6,100.0
154,5,8,66.54
174,38,7,100.0
114,17,2,39.68
389,8,5,67.24
310,7,5,71.84
299,24,4,79.45
17,30,2,53.83
11,41,8,98.67
403,3,6,67.27
231,19,3,67.48
277,27,5,87.03
352,39,4,100.0
302,0,0,26.79
540,39,1,95.16
469,43,0,90.02
76,22,8,90.86
520,12,8,100.0
23,15,4,49.61
14,25,7,68.66
524,30,3,100.0
346,0,0,21.59
171,16,3,56.42
326,15,6,84.64
484,36,1,88.04
488,9,1,55.94
461,37,5,100.0
377,43,8,100.0
587,30,2,95.14
163,9,6,71.67
371,33,8,100.0
572,5,8,100.0
423,27,3,86.81
476,27,1,77.36
381,12,0,44.31
154,40,5,88.81
256,11,4,61.46
67,39,5,88.04
343,1,6,64.3
276,7,8,90.3
390,41,5,100.0
448,8,5,80.13
258,7,2,37.11
306,2,7,73.99
94,8,8,70.25
463,12,0,53.49
245,8,5,68.06
186,30,6,89.18
372,24,7,100.0
571,43,7,100.0
405,44,6,100.0
407,7,7,96.06
124,30,8,100.0
336,44,6,100.0
340,44,2,93.34
562,30,8,100.0
177,16,0,32.76
169,18,7,81.16
38,2,5,34.67
68,45,2,65.7
235,29,8,100.0
559,9,5,88.58
380,28,6,100.0
56,39,1,55.48
276,17,0,37.12
98,11,0,17.18
526,22,2,85.7
324,10,2,48.25
460,8,7,90.13
178,23,6,79.59
573,24,7,100.0
118,24,0,35.47
468,8,3,63.06
548,11,7,100.0
454,10,1,57.54
25,37,6,90.39
489,27,7,100.0
7,7,8,51.56
515,9,6,92.37
532,24,8,100.0
148,35,1,64.81
487,42,0,86.39
24,8,0,7.3
554,40,3,100.0
424,7,0,41.11
292,2,6,68.42
184,17,7,81.64
553,45,2,100.0
430,34,0,83.81
316,16,2,60.08
397,35,1,83.37
323,27,5,95.88
564,14,6,94.36
595,18,8,100.0
545,21,4,98.09
75,5,3,28.26
485,6,0,44.9
87,43,5,90.75
231,8,7,68.47
6,19,3,41.34
549,36,0,90.78
51,10,4,45.0
395,1,4,63.25
220,21,1,53.34
427,35,5,100.0
142,4,8,69.47
362,6,5,69.67
381,5,7,79.47
560,21,2,78.88
276,9,1,36.62
270,45,3,93.8
13,39,8,97.22
297,45,8,100.0
463,45,2,100.0
526,19,0,66.12
233,27,0,52.45
574,22,3,96.6
26,34,3,62.35
470,0,5,74.13
92,28,4,69.03
308,8,5,71.26
51,8,6,59.14
318,21,6,91.95
180,1,8,68.02
568,15,5,96.33
119,39,7,99.94
42,5,1,13.84
259,12,7,84.23
196,32,8,100.0
254,18,3,67.88
335,14,4,68.99
552,32,4,100.0
501,9,1,54.61
254,0,4,47.32
513,11,8,100.0
241,42,3,86.01
148,28,2,62.7
298,16,6,77.62
452,3,7,82.56
392,28,5,99.81
211,6,5,59.56
537,43,4,100.0
593,12,5,96.67
594,4,8,100.0
130,5,1,19.23
328,33,2,75.68
255,6,0,19.47
478,45,3,100.0
560,27,1,87.76
62,45,5,86.3
310,9,0,38.8
406,3,7,79.28
104,2,5,46.88
14,24,8,79.94
258,22,5,78.09
411,26,6,100.0
258,13,4,59.61
259,37,7,100.0
44,31,7,89.81
330,22,8,100.0
164,39,5,96.52
192,36,0,52.05
520,2,8,91.09
400,34,2,87.7
373,12,8,99.18
